"Geslacht";"Leeftijd (op 31 december)";"Perioden";"Sterftekans (kans)";"Levenden (tafelbevolking)  (aantal)";"Overledenen (tafelbevolking)  (aantal)";"Levensverwachting (jaar )"
"Vrouwen";"81 jaar";"2011";" 0.04307";"   68462";"    2949";"    9.16"
"Vrouwen";"81 jaar";"2012";" 0.04339";"   68547";"    2975";"    9.08"
"Vrouwen";"81 jaar";"2013";" 0.04300";"   69188";"    2975";"    9.16"
"Vrouwen";"81 jaar";"2014";" 0.03835";"   69883";"    2680";"    9.35"
"Vrouwen";"81 jaar";"2015";" 0.04173";"   69417";"    2897";"    9.12"
"Vrouwen";"81 jaar";"2011 tot 2016";" 0.04192";"   69109";"    2897";"    9.17"
"Vrouwen";"81 jaar";"2016";" 0.03876";"   69493";"    2694";"    9.20"
"Vrouwen";"81 jaar";"2017";" 0.03947";"   70149";"    2769";"    9.17"
"Vrouwen";"81 jaar";"2018";" 0.03873";"   70049";"    2713";"    9.18"
"Vrouwen";"81 jaar";"2019";" 0.03821";"   70559";"    2696";"    9.38"
